Product,Pass-Through Rate,15 Day Price,30 Day Price,45 Day Price,60 Day Price
15-Year Fixed Rate - 150k Max Loan Amount,4.875,96.8353,96.8282,96.7923,96.7421
15-Year Fixed Rate - 150k Max Loan Amount,4.75,96.4144,96.4073,96.3715,96.3213
15-Year Fixed Rate - 150k Max Loan Amount,4.625,95.9809,95.9738,95.938,95.8878
15-Year Fixed Rate - 150k Max Loan Amount,4.5,95.5349,95.5278,95.492,95.4418
15-Year Fixed Rate - 150k Max Loan Amount,4.375,95.2087,95.2229,95.2109,95.1857
15-Year Fixed Rate - 150k Max Loan Amount,4.25,94.7877,94.8019,94.7899,94.7647
15-Year Fixed Rate - 150k Max Loan Amount,4.125,94.3465,94.3607,94.3487,94.3236
15-Year Fixed Rate - 150k Max Loan Amount,4,93.9004,93.9146,93.9026,93.8774
15-Year Fixed Rate - 150k Max Loan Amount,3.875,93.4492,93.4634,93.4514,93.4263
15-Year Fixed Rate - 150k Max Loan Amount,3.75,92.9919,93.0061,92.9941,92.9689
15-Year Fixed Rate - 150k Max Loan Amount,3.625,92.527,92.5412,92.5292,92.5041
15-Year Fixed Rate - 150k Max Loan Amount,3.5,92.051,92.0652,92.0532,92.028
15-Year Fixed Rate - 125k Max Loan Amount,7.375,103.2846,103.242,103.1106,102.9349
15-Year Fixed Rate - 125k Max Loan Amount,7.25,103.0413,102.9987,102.8673,102.6915
15-Year Fixed Rate - 125k Max Loan Amount,7.125,102.7677,102.7251,102.5937,102.418
15-Year Fixed Rate - 125k Max Loan Amount,7,102.4842,102.4416,102.3102,102.1344
15-Year Fixed Rate - 125k Max Loan Amount,6.875,103.0179,102.9895,102.9354,102.8684
15-Year Fixed Rate - 125k Max Loan Amount,6.75,102.7356,102.7072,102.6531,102.5861
15-Year Fixed Rate - 125k Max Loan Amount,6.625,102.4433,102.4149,102.3608,102.2938
15-Year Fixed Rate - 125k Max Loan Amount,6.5,102.1423,102.1139,102.0598,101.9928
15-Year Fixed Rate - 125k Max Loan Amount,6.375,101.8432,101.8148,101.7555,101.6809
15-Year Fixed Rate - 125k Max Loan Amount,6.25,101.5422,101.5138,101.4456,101.3575
15-Year Fixed Rate - 125k Max Loan Amount,6.125,101.2312,101.2028,101.132,101.0399
15-Year Fixed Rate - 125k Max Loan Amount,6,100.9053,100.8769,100.806,100.7139
15-Year Fixed Rate - 125k Max Loan Amount,5.875,100.5644,100.536,100.4651,100.373
15-Year Fixed Rate - 125k Max Loan Amount,5.75,100.2072,100.1788,100.1079,100.0158
15-Year Fixed Rate - 125k Max Loan Amount,5.625,99.8374,99.809,99.7382,99.6461
15-Year Fixed Rate - 125k Max Loan Amount,5.5,99.4552,99.4268,99.3559,99.2638
15-Year Fixed Rate - 125k Max Loan Amount,5.375,98.9935,98.9722,98.9092,98.8255
15-Year Fixed Rate - 125k Max Loan Amount,5.25,98.6112,98.5899,98.527,98.4433
15-Year Fixed Rate - 125k Max Loan Amount,5.125,98.2091,98.1878,98.1249,98.0412
15-Year Fixed Rate - 125k Max Loan Amount,5,97.7907,97.7694,97.7065,97.6228
15-Year Fixed Rate - 125k Max Loan Amount,4.875,96.8509,96.8438,96.808,96.7577
15-Year Fixed Rate - 125k Max Loan Amount,4.75,96.4301,96.423,96.3871,96.3369
15-Year Fixed Rate - 125k Max Loan Amount,4.625,95.9966,95.9895,95.9536,95.9034
15-Year Fixed Rate - 125k Max Loan Amount,4.5,95.5506,95.5435,95.5076,95.4574
15-Year Fixed Rate - 125k Max Loan Amount,4.375,95.2087,95.2229,95.2109,95.1857
15-Year Fixed Rate - 125k Max Loan Amount,4.25,94.7877,94.8019,94.7899,94.7647
15-Year Fixed Rate - 125k Max Loan Amount,4.125,94.3465,94.3607,94.3487,94.3236
15-Year Fixed Rate - 125k Max Loan Amount,4,93.9004,93.9146,93.9026,93.8774
15-Year Fixed Rate - 125k Max Loan Amount,3.875,93.4492,93.4634,93.4514,93.4263
15-Year Fixed Rate - 125k Max Loan Amount,3.75,92.9919,93.0061,92.9941,92.9689
15-Year Fixed Rate - 125k Max Loan Amount,3.625,92.527,92.5412,92.5292,92.5041
15-Year Fixed Rate - 125k Max Loan Amount,3.5,92.051,92.0652,92.0532,92.028
15-Year Fixed Rate - 110k Max Loan Amount,7.375,103.3159,103.2733,103.153,102.994
15-Year Fixed Rate - 110k Max Loan Amount,7.25,103.0725,103.0299,102.9097,102.7507
15-Year Fixed Rate - 110k Max Loan Amount,7.125,102.799,102.7564,102.6361,102.4771
15-Year Fixed Rate - 110k Max Loan Amount,7,102.5154,102.4728,102.3526,102.1936
15-Year Fixed Rate - 110k Max Loan Amount,6.875,103.0179,102.9895,102.9354,102.8684
15-Year Fixed Rate - 110k Max Loan Amount,6.75,102.7356,102.7072,102.6531,102.5861
15-Year Fixed Rate - 110k Max Loan Amount,6.625,102.4433,102.4149,102.3608,102.2938
15-Year Fixed Rate - 110k Max Loan Amount,6.5,102.1423,102.1139,102.0598,101.9928
15-Year Fixed Rate - 110k Max Loan Amount,6.375,101.9057,101.8773,101.8064,101.7143
15-Year Fixed Rate - 110k Max Loan Amount,6.25,101.6047,101.5763,101.5054,101.4133
15-Year Fixed Rate - 110k Max Loan Amount,6.125,101.2937,101.2653,101.1945,101.1024
15-Year Fixed Rate - 110k Max Loan Amount,6,100.9678,100.9394,100.8685,100.7764
15-Year Fixed Rate - 110k Max Loan Amount,5.875,100.6269,100.5985,100.5276,100.4355
15-Year Fixed Rate - 110k Max Loan Amount,5.75,100.2697,100.2413,100.1704,100.0783
15-Year Fixed Rate - 110k Max Loan Amount,5.625,99.8999,99.8715,99.8007,99.7086
15-Year Fixed Rate - 110k Max Loan Amount,5.5,99.5177,99.4893,99.4184,99.3263
15-Year Fixed Rate - 110k Max Loan Amount,5.375,99.0403,99.019,98.9561,98.8724
15-Year Fixed Rate - 110k Max Loan Amount,5.25,98.6581,98.6368,98.5739,98.4902
15-Year Fixed Rate - 110k Max Loan Amount,5.125,98.256,98.2347,98.1718,98.0881
15-Year Fixed Rate - 110k Max Loan Amount,5,97.8376,97.8163,97.7534,97.6697
15-Year Fixed Rate - 110k Max Loan Amount,4.875,96.9447,96.9376,96.8906,96.8236
15-Year Fixed Rate - 110k Max Loan Amount,4.75,96.5238,96.5167,96.4697,96.4027
15-Year Fixed Rate - 110k Max Loan Amount,4.625,96.0903,96.0832,96.0362,95.9692
15-Year Fixed Rate - 110k Max Loan Amount,4.5,95.6443,95.6372,95.5902,95.5232
15-Year Fixed Rate - 110k Max Loan Amount,4.375,95.2087,95.2229,95.2109,95.1857
15-Year Fixed Rate - 110k Max Loan Amount,4.25,94.7877,94.8019,94.7899,94.7647
15-Year Fixed Rate - 110k Max Loan Amount,4.125,94.3465,94.3607,94.3487,94.3236
15-Year Fixed Rate - 110k Max Loan Amount,4,93.9004,93.9146,93.9026,93.8774
15-Year Fixed Rate - 110k Max Loan Amount,3.875,93.4492,93.4634,93.4514,93.4263
15-Year Fixed Rate - 110k Max Loan Amount,3.75,92.9919,93.0061,92.9941,92.9689
15-Year Fixed Rate - 110k Max Loan Amount,3.625,92.527,92.5412,92.5292,92.5041
15-Year Fixed Rate - 110k Max Loan Amount,3.5,92.051,92.0652,92.0532,92.028
15-Year Fixed Rate - 85k Max Loan Amount,7.375,103.3784,103.3358,103.2155,103.0565
15-Year Fixed Rate - 85k Max Loan Amount,7.25,103.135,103.0924,102.9722,102.8132
15-Year Fixed Rate - 85k Max Loan Amount,7.125,102.8615,102.8189,102.6986,102.5396
15-Year Fixed Rate - 85k Max Loan Amount,7,102.5779,102.5353,102.4151,102.2561
15-Year Fixed Rate - 85k Max Loan Amount,6.875,103.4398,103.4114,103.3573,103.2903
15-Year Fixed Rate - 85k Max Loan Amount,6.75,103.1575,103.1291,103.075,103.008
15-Year Fixed Rate - 85k Max Loan Amount,6.625,102.8652,102.8368,102.7827,102.7157
15-Year Fixed Rate - 85k Max Loan Amount,6.5,102.5642,102.5358,102.4817,102.4147
15-Year Fixed Rate - 85k Max Loan Amount,6.375,102.2507,102.2223,102.1682,102.1012
15-Year Fixed Rate - 85k Max Loan Amount,6.25,101.9247,101.8963,101.8422,101.7752
15-Year Fixed Rate - 85k Max Loan Amount,6.125,101.5837,101.5553,101.5012,101.4342
15-Year Fixed Rate - 85k Max Loan Amount,6,101.249,101.2206,101.1589,101.0806
15-Year Fixed Rate - 85k Max Loan Amount,5.875,100.9081,100.8797,100.8089,100.7168
15-Year Fixed Rate - 85k Max Loan Amount,5.75,100.5509,100.5225,100.4517,100.3596
15-Year Fixed Rate - 85k Max Loan Amount,5.625,100.1812,100.1528,100.0819,99.9898
15-Year Fixed Rate - 85k Max Loan Amount,5.5,99.7989,99.7705,99.6997,99.6076
15-Year Fixed Rate - 85k Max Loan Amount,5.375,99.1185,99.0972,99.0342,98.9505
15-Year Fixed Rate - 85k Max Loan Amount,5.25,98.7362,98.7149,98.652,98.5683
15-Year Fixed Rate - 85k Max Loan Amount,5.125,98.3341,98.3128,98.2499,98.1662
15-Year Fixed Rate - 85k Max Loan Amount,5,97.9157,97.8944,97.8315,97.7478
15-Year Fixed Rate - 85k Max Loan Amount,4.875,97.0072,97.0001,96.9531,96.8861
15-Year Fixed Rate - 85k Max Loan Amount,4.75,96.5863,96.5792,96.5322,96.4652
15-Year Fixed Rate - 85k Max Loan Amount,4.625,96.1528,96.1457,96.0987,96.0317
15-Year Fixed Rate - 85k Max Loan Amount,4.5,95.7068,95.6997,95.6527,95.5857
15-Year Fixed Rate - 85k Max Loan Amount,4.375,95.2087,95.2229,95.2109,95.1857
15-Year Fixed Rate - 85k Max Loan Amount,4.25,94.7877,94.8019,94.7899,94.7647
15-Year Fixed Rate - 85k Max Loan Amount,4.125,94.3465,94.3607,94.3487,94.3236
15-Year Fixed Rate - 85k Max Loan Amount,4,93.9004,93.9146,93.9026,93.8774
15-Year Fixed Rate - 85k Max Loan Amount,3.875,93.4492,93.4634,93.4514,93.4263
15-Year Fixed Rate - 85k Max Loan Amount,3.75,92.9919,93.0061,92.9941,92.9689
15-Year Fixed Rate - 85k Max Loan Amount,3.625,92.527,92.5412,92.5292,92.5041
15-Year Fixed Rate - 85k Max Loan Amount,3.5,92.051,92.0652,92.0532,92.028
15-Year Fixed Rate,7.375,103.0596,103.017,102.908,102.7657
15-Year Fixed Rate,7.25,102.8163,102.7737,102.6646,102.5223
15-Year Fixed Rate,7.125,102.5427,102.5001,102.3911,102.2488
15-Year Fixed Rate,7,102.2592,102.2166,102.1075,101.9652
15-Year Fixed Rate,6.875,102.2304,102.202,102.159,102.1088
15-Year Fixed Rate,6.75,101.9481,101.9197,101.8767,101.8265
15-Year Fixed Rate,6.625,101.6558,101.6274,101.5844,101.5342
15-Year Fixed Rate,6.5,101.3548,101.3264,101.2834,101.2332
15-Year Fixed Rate,6.375,101.2119,101.1835,101.1238,101.0485
15-Year Fixed Rate,6.25,100.9109,100.8825,100.8228,100.7475
15-Year Fixed Rate,6.125,100.6,100.5716,100.5119,100.4365
15-Year Fixed Rate,6,100.274,100.2456,100.1859,100.1106
15-Year Fixed Rate,5.875,100.0112,99.9899,99.9381,99.8711
15-Year Fixed Rate,5.75,99.684,99.6627,99.6109,99.5439
15-Year Fixed Rate,5.625,99.3392,99.3179,99.2662,99.1992
15-Year Fixed Rate,5.5,98.982,98.9607,98.9089,98.8419
15-Year Fixed Rate,5.375,98.6122,98.5909,98.5392,98.4722
15-Year Fixed Rate,5.25,98.23,98.2087,98.1569,98.0899
15-Year Fixed Rate,5.125,97.8279,97.8066,97.7548,97.6878
15-Year Fixed Rate,5,97.4095,97.3882,97.3364,97.2694
15-Year Fixed Rate,4.875,96.6884,96.6813,96.6455,96.5952
15-Year Fixed Rate,4.75,96.2676,96.2605,96.2246,96.1744
15-Year Fixed Rate,4.625,95.8341,95.827,95.7911,95.7409
15-Year Fixed Rate,4.5,95.3881,95.381,95.3451,95.2949
15-Year Fixed Rate,4.375,95.1087,95.1229,95.1109,95.0857
15-Year Fixed Rate,4.25,94.6877,94.7019,94.6899,94.6647
15-Year Fixed Rate,4.125,94.2465,94.2607,94.2487,94.2236
15-Year Fixed Rate,4,93.8004,93.8146,93.8026,93.7774
15-Year Fixed Rate,3.875,93.3492,93.3634,93.3514,93.3263
15-Year Fixed Rate,3.75,92.8919,92.9061,92.8941,92.8689
15-Year Fixed Rate,3.625,92.377,92.3912,92.3792,92.3541
15-Year Fixed Rate,3.5,91.901,91.9152,91.9032,91.878
15 Year Fixed Rate - New York,7.375,103.2315,103.1889,103.0575,102.8817
15 Year Fixed Rate - New York,7.25,102.9882,102.9456,102.8142,102.6384
15 Year Fixed Rate - New York,7.125,102.7146,102.672,102.5406,102.3648
15 Year Fixed Rate - New York,7,102.4311,102.3885,102.2571,102.0813
15 Year Fixed Rate - New York,6.875,102.5117,102.4832,102.418,102.3343
15 Year Fixed Rate - New York,6.75,102.2294,102.2009,102.1357,102.052
15 Year Fixed Rate - New York,6.625,101.9371,101.9086,101.8434,101.7597
15 Year Fixed Rate - New York,6.5,101.6361,101.6076,101.5424,101.4587
15 Year Fixed Rate - New York,6.375,101.3226,101.2941,101.2289,101.1452
15 Year Fixed Rate - New York,6.25,101.0047,100.9763,100.9081,100.82
15 Year Fixed Rate - New York,6.125,100.6937,100.6653,100.5889,100.4884
15 Year Fixed Rate - New York,6,100.3678,100.3394,100.2629,100.1625
15 Year Fixed Rate - New York,5.875,100.0269,99.9985,99.9421,99.8718
15 Year Fixed Rate - New York,5.75,99.684,99.6627,99.6109,99.5439
15 Year Fixed Rate - New York,5.625,99.3392,99.3179,99.2662,99.1992
15 Year Fixed Rate - New York,5.5,98.982,98.9607,98.9089,98.8419
15 Year Fixed Rate - New York,5.375,98.6122,98.5909,98.5392,98.4722
15 Year Fixed Rate - New York,5.25,98.23,98.2087,98.1569,98.0899
15 Year Fixed Rate - New York,5.125,97.8279,97.8066,97.7548,97.6878
15 Year Fixed Rate - New York,5,97.4095,97.3882,97.3364,97.2694
15 Year Fixed Rate - New York,4.875,96.6884,96.6813,96.6455,96.5952
15 Year Fixed Rate - New York,4.75,96.2676,96.2605,96.2246,96.1744
15 Year Fixed Rate - New York,4.625,95.8341,95.827,95.7911,95.7409
15 Year Fixed Rate - New York,4.5,95.3881,95.381,95.3451,95.2949
15 Year Fixed Rate - New York,4.375,95.1087,95.1229,95.1109,95.0857
15 Year Fixed Rate - New York,4.25,94.6877,94.7019,94.6899,94.6647
15 Year Fixed Rate - New York,4.125,94.2465,94.2607,94.2487,94.2236
15 Year Fixed Rate - New York,4,93.8004,93.8146,93.8026,93.7774
15 Year Fixed Rate - New York,3.875,93.3492,93.3634,93.3514,93.3263
15 Year Fixed Rate - New York,3.75,92.8919,92.9061,92.8941,92.8689
15 Year Fixed Rate - New York,3.625,92.427,92.4412,92.4292,92.4041
15 Year Fixed Rate - New York,3.5,91.951,91.9652,91.9532,91.928
15 Year Fixed Rate - Investment Property,7.375,103.1596,103.117,103.008,102.8657
15 Year Fixed Rate - Investment Property,7.25,102.9163,102.8737,102.7646,102.6223
15 Year Fixed Rate - Investment Property,7.125,102.6427,102.6001,102.4911,102.3488
15 Year Fixed Rate - Investment Property,7,102.3592,102.3166,102.2075,102.0652
15 Year Fixed Rate - Investment Property,6.875,102.3304,102.302,102.259,102.2088
15 Year Fixed Rate - Investment Property,6.75,102.0481,102.0197,101.9767,101.9265
15 Year Fixed Rate - Investment Property,6.625,101.7558,101.7274,101.6844,101.6342
15 Year Fixed Rate - Investment Property,6.5,101.4548,101.4264,101.3834,101.3332
15 Year Fixed Rate - Investment Property,6.375,101.3119,101.2835,101.2238,101.1485
15 Year Fixed Rate - Investment Property,6.25,101.0109,100.9825,100.9228,100.8475
15 Year Fixed Rate - Investment Property,6.125,100.7,100.6716,100.6119,100.5365
15 Year Fixed Rate - Investment Property,6,100.374,100.3456,100.2859,100.2106
15 Year Fixed Rate - Investment Property,5.875,100.1112,100.0899,100.0381,99.9711
15 Year Fixed Rate - Investment Property,5.75,99.784,99.7627,99.7109,99.6439
15 Year Fixed Rate - Investment Property,5.625,99.4392,99.4179,99.3662,99.2992
15 Year Fixed Rate - Investment Property,5.5,99.082,99.0607,99.0089,98.9419
15 Year Fixed Rate - Investment Property,5.375,98.7122,98.6909,98.6392,98.5722
15 Year Fixed Rate - Investment Property,5.25,98.33,98.3087,98.2569,98.1899
15 Year Fixed Rate - Investment Property,5.125,97.9279,97.9066,97.8548,97.7878
15 Year Fixed Rate - Investment Property,5,97.5095,97.4882,97.4364,97.3694
15 Year Fixed Rate - Investment Property,4.875,96.7884,96.7813,96.7455,96.6952
15 Year Fixed Rate - Investment Property,4.75,96.3676,96.3605,96.3246,96.2744
15 Year Fixed Rate - Investment Property,4.625,95.9341,95.927,95.8911,95.8409
15 Year Fixed Rate - Investment Property,4.5,95.4881,95.481,95.4451,95.3949
15 Year Fixed Rate - Investment Property,4.375,95.2087,95.2229,95.2109,95.1857
15 Year Fixed Rate - Investment Property,4.25,94.7877,94.8019,94.7899,94.7647
15 Year Fixed Rate - Investment Property,4.125,94.3465,94.3607,94.3487,94.3236
15 Year Fixed Rate - Investment Property,4,93.9004,93.9146,93.9026,93.8774
15 Year Fixed Rate - Investment Property,3.875,93.4492,93.4634,93.4514,93.4263
15 Year Fixed Rate - Investment Property,3.75,92.9919,93.0061,92.9941,92.9689
15 Year Fixed Rate - Investment Property,3.625,92.527,92.5412,92.5292,92.5041
15 Year Fixed Rate - Investment Property,3.5,92.051,92.0652,92.0532,92.028
15 Year Fixed Rate - Credit Score less than 700,7.375,103.0596,103.017,102.908,102.7657
15 Year Fixed Rate - Credit Score less than 700,7.25,102.8163,102.7737,102.6646,102.5223
15 Year Fixed Rate - Credit Score less than 700,7.125,102.5427,102.5001,102.3911,102.2488
15 Year Fixed Rate - Credit Score less than 700,7,102.2592,102.2166,102.1075,101.9652
15 Year Fixed Rate - Credit Score less than 700,6.875,102.2304,102.202,102.159,102.1088
15 Year Fixed Rate - Credit Score less than 700,6.75,101.9481,101.9197,101.8767,101.8265
15 Year Fixed Rate - Credit Score less than 700,6.625,101.6558,101.6274,101.5844,101.5342
15 Year Fixed Rate - Credit Score less than 700,6.5,101.3548,101.3264,101.2834,101.2332
15 Year Fixed Rate - Credit Score less than 700,6.375,101.2119,101.1835,101.1238,101.0485
15 Year Fixed Rate - Credit Score less than 700,6.25,100.9109,100.8825,100.8228,100.7475
15 Year Fixed Rate - Credit Score less than 700,6.125,100.6,100.5716,100.5119,100.4365
15 Year Fixed Rate - Credit Score less than 700,6,100.274,100.2456,100.1859,100.1106
15 Year Fixed Rate - Credit Score less than 700,5.875,100.0112,99.9899,99.9381,99.8711
15 Year Fixed Rate - Credit Score less than 700,5.75,99.684,99.6627,99.6109,99.5439
15 Year Fixed Rate - Credit Score less than 700,5.625,99.3392,99.3179,99.2662,99.1992
15 Year Fixed Rate - Credit Score less than 700,5.5,98.982,98.9607,98.9089,98.8419
15 Year Fixed Rate - Credit Score less than 700,5.375,98.6122,98.5909,98.5392,98.4722
15 Year Fixed Rate - Credit Score less than 700,5.25,98.23,98.2087,98.1569,98.0899
15 Year Fixed Rate - Credit Score less than 700,5.125,97.8279,97.8066,97.7548,97.6878
15 Year Fixed Rate - Credit Score less than 700,5,97.4095,97.3882,97.3364,97.2694
15 Year Fixed Rate - Credit Score less than 700,4.875,96.6884,96.6813,96.6455,96.5952
15 Year Fixed Rate - Credit Score less than 700,4.75,96.2676,96.2605,96.2246,96.1744
15 Year Fixed Rate - Credit Score less than 700,4.625,95.8341,95.827,95.7911,95.7409
15 Year Fixed Rate - Credit Score less than 700,4.5,95.3881,95.381,95.3451,95.2949
15 Year Fixed Rate - Credit Score less than 700,4.375,95.1087,95.1229,95.1109,95.0857
15 Year Fixed Rate - Credit Score less than 700,4.25,94.6877,94.7019,94.6899,94.6647
15 Year Fixed Rate - Credit Score less than 700,4.125,94.2465,94.2607,94.2487,94.2236
15 Year Fixed Rate - Credit Score less than 700,4,93.8004,93.8146,93.8026,93.7774
15 Year Fixed Rate - Credit Score less than 700,3.875,93.3492,93.3634,93.3514,93.3263
15 Year Fixed Rate - Credit Score less than 700,3.75,92.8919,92.9061,92.8941,92.8689
15 Year Fixed Rate - Credit Score less than 700,3.625,92.427,92.4412,92.4292,92.4041
15 Year Fixed Rate - Credit Score less than 700,3.5,91.951,91.9652,91.9532,91.928
10-Year Fixed Rate,7.375,103.2096,103.167,103.058,102.9157
10-Year Fixed Rate,7.25,102.9663,102.9237,102.8146,102.6723
10-Year Fixed Rate,7.125,102.6927,102.6501,102.5411,102.3988
10-Year Fixed Rate,7,102.4092,102.3666,102.2575,102.1152
10-Year Fixed Rate,6.875,102.4742,102.4457,102.3916,102.3247
10-Year Fixed Rate,6.75,102.1919,102.1634,102.1093,102.0424
10-Year Fixed Rate,6.625,101.8996,101.8711,101.817,101.7501
10-Year Fixed Rate,6.5,101.5986,101.5701,101.516,101.4491
10-Year Fixed Rate,6.375,101.6119,101.5835,101.5127,101.4206
10-Year Fixed Rate,6.25,101.3109,101.2825,101.2117,101.1196
10-Year Fixed Rate,6.125,101,100.9716,100.9007,100.8086
10-Year Fixed Rate,6,100.674,100.6456,100.5748,100.4827
10-Year Fixed Rate,5.875,100.7862,100.7649,100.7019,100.6182
10-Year Fixed Rate,5.75,100.459,100.4377,100.3747,100.291
10-Year Fixed Rate,5.625,100.1142,100.0929,100.03,99.9463
10-Year Fixed Rate,5.5,99.757,99.7357,99.6727,99.589
10-Year Fixed Rate,5.375,99.3872,99.3659,99.303,99.2193
10-Year Fixed Rate,5.25,99.005,98.9837,98.9207,98.837
10-Year Fixed Rate,5.125,98.6029,98.5816,98.5186,98.4349
10-Year Fixed Rate,5,98.1845,98.1632,98.1002,98.0165
10-Year Fixed Rate,4.875,97.6822,97.6751,97.6281,97.5611
10-Year Fixed Rate,4.75,97.2613,97.2542,97.2072,97.1402
10-Year Fixed Rate,4.625,96.8278,96.8207,96.7737,96.7067
10-Year Fixed Rate,4.5,96.3818,96.3747,96.3277,96.2607
10-Year Fixed Rate,4.375,95.2715,95.2761,95.2609,95.2357
10-Year Fixed Rate,4.25,94.8377,94.8519,94.8399,94.8147
10-Year Fixed Rate,4.125,94.3965,94.4107,94.3987,94.3736
10-Year Fixed Rate,4,93.9504,93.9646,93.9526,93.9274
10-Year Fixed Rate,3.875,93.4992,93.5134,93.5014,93.4763
10-Year Fixed Rate,3.75,93.0419,93.0561,93.0441,93.0189
10-Year Fixed Rate,3.625,92.577,92.5912,92.5792,92.5541
10-Year Fixed Rate,3.5,92.101,92.1152,92.1032,92.078
7/6m SOFR ARM Plan 4928,7.875,N/A,N/A,N/A,N/A
7/6m SOFR ARM Plan 4928,7.75,100.3565,100.2713,100.1823,100.0781
7/6m SOFR ARM Plan 4928,7.625,100.3518,100.2666,100.1776,100.0734
7/6m SOFR ARM Plan 4928,7.5,100.344,100.2588,100.1698,100.0656
7/6m SOFR ARM Plan 4928,7.375,100.3128,100.2276,100.1385,100.0344
7/6m SOFR ARM Plan 4928,7.25,100.2659,100.1807,100.0917,99.9875
7/6m SOFR ARM Plan 4928,7.125,100.2237,100.1385,100.0495,99.9453
7/6m SOFR ARM Plan 4928,7,100.1847,100.0994,100.0104,99.9062
7/6m SOFR ARM Plan 4928,6.875,100.1456,100.0604,99.9714,99.8672
7/6m SOFR ARM Plan 4928,6.75,100.1065,100.0213,99.9323,99.8281
7/6m SOFR ARM Plan 4928,6.625,100.0112,99.926,99.837,99.7328
7/6m SOFR ARM Plan 4928,6.5,99.8784,99.7932,99.7042,99.6
7/6m SOFR ARM Plan 4928,6.375,99.7222,99.6369,99.5479,99.4437
7/6m SOFR ARM Plan 4928,6.25,99.5503,99.4651,99.376,99.2719
7/6m SOFR ARM Plan 4928,6.125,99.3268,99.2416,99.1526,99.0484
7/6m SOFR ARM Plan 4928,6,99.069,98.9838,98.8948,98.7906
7/6m SOFR ARM Plan 4928,5.875,98.7597,98.6744,98.5854,98.4812
7/6m SOFR ARM Plan 4928,5.75,98.4159,98.3307,98.2417,98.1375
7/6m SOFR ARM Plan 4928,5.625,98.1237,98.0385,97.9495,97.8453
7/6m SOFR ARM Plan 4928,5.5,97.8659,97.7807,97.6917,97.5875
7/6m SOFR ARM Plan 4928,5.375,97.505,97.4197,97.3307,97.2266
7/6m SOFR ARM Plan 4928,5.25,97.0753,96.9901,96.901,96.7969
7/6m SOFR ARM Plan 4928,5.125,96.6128,96.5276,96.4385,96.3344
7/6m SOFR ARM Plan 4928,5,96.1284,96.0432,95.9542,95.85
7/6m SOFR ARM Plan 4928,4.875,95.6722,95.5869,95.4979,95.3937
7/6m SOFR ARM Plan 4928,4.75,95.2347,95.1494,95.0604,94.9562
7/6m SOFR ARM Plan 4928,4.625,94.7597,94.6744,94.5854,94.4812
7/6m SOFR ARM Plan 4928,4.5,94.2597,94.1744,94.0854,N/A
7/6m SOFR ARM Plan 4928,4.375,N/A,N/A,N/A,N/A
7/6m SOFR ARM Plan 4928,4.25,N/A,N/A,N/A,N/A
7/6m SOFR ARM Plan 4928,4.125,N/A,N/A,N/A,N/A
7/6m SOFR ARM Plan 4928,4,N/A,N/A,N/A,N/A
7/6m SOFR ARM Plan 4928,3.875,N/A,N/A,N/A,N/A
7/6m SOFR ARM Plan 4928,3.75,N/A,N/A,N/A,N/A
7/6m SOFR ARM Plan 4928,3.625,N/A,N/A,N/A,N/A
7/6m SOFR ARM Plan 4928,3.5,N/A,N/A,N/A,N/A
5/6m SOFR ARM Plan 4927,7.875,N/A,N/A,N/A,N/A
5/6m SOFR ARM Plan 4927,7.75,100.5128,100.4276,100.3385,100.2344
5/6m SOFR ARM Plan 4927,7.625,100.4237,100.3385,100.2495,100.1453
5/6m SOFR ARM Plan 4927,7.5,100.2753,100.1901,100.101,99.9969
5/6m SOFR ARM Plan 4927,7.375,100.1737,100.0885,99.9995,99.8953
5/6m SOFR ARM Plan 4927,7.25,100.1034,100.0182,99.9292,99.825
5/6m SOFR ARM Plan 4927,7.125,100.0753,99.9901,99.901,99.7969
5/6m SOFR ARM Plan 4927,7,100.0753,99.9901,99.901,99.7969
5/6m SOFR ARM Plan 4927,6.875,100.0753,99.9901,99.901,99.7969
5/6m SOFR ARM Plan 4927,6.75,100.0753,99.9901,99.901,99.7969
5/6m SOFR ARM Plan 4927,6.625,100.0565,99.9713,99.8823,99.7781
5/6m SOFR ARM Plan 4927,6.5,100.0253,99.9401,99.851,99.7469
5/6m SOFR ARM Plan 4927,6.375,99.9284,99.8432,99.7542,99.65
5/6m SOFR ARM Plan 4927,6.25,99.7878,99.7026,99.6135,99.5094
5/6m SOFR ARM Plan 4927,6.125,99.6143,99.5291,99.4401,99.3359
5/6m SOFR ARM Plan 4927,6,99.419,99.3338,99.2448,99.1406
5/6m SOFR ARM Plan 4927,5.875,99.1862,99.101,99.012,98.9078
5/6m SOFR ARM Plan 4927,5.75,98.9284,98.8432,98.7542,98.65
5/6m SOFR ARM Plan 4927,5.625,98.6753,98.5901,98.501,98.3969
5/6m SOFR ARM Plan 4927,5.5,98.4253,98.3401,98.251,98.1469
5/6m SOFR ARM Plan 4927,5.375,98.105,98.0197,97.9307,97.8266
5/6m SOFR ARM Plan 4927,5.25,97.7378,97.6526,97.5635,97.4594
5/6m SOFR ARM Plan 4927,5.125,97.3706,97.2854,97.1964,97.0922
5/6m SOFR ARM Plan 4927,5,97.0034,96.9182,96.8292,96.725
5/6m SOFR ARM Plan 4927,4.875,96.5987,96.5135,96.4245,96.3203
5/6m SOFR ARM Plan 4927,4.75,96.169,96.0838,95.9948,95.8906
5/6m SOFR ARM Plan 4927,4.625,95.6972,95.6119,95.5229,95.4187
